Id,Edit status,Owner,Group type,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Article Title,Content Type,Keywords,Included in phase 1?,Included in phase 2,Help docs scope (needs further discussion),Changes to existing doc (if applicable),Document change type,Existing content link (if applicable),Content dimensions,Group description (if applicable),Doc description (if applicable),User research validation,Primary targetted personas
551,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Email Servers,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/EmailServer/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
552,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Event Hooks,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/EventHook/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
553,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Features,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Feature/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
554,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Groups,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Group/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
555,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Hook Keys,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/HookKey/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
556,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Identity Providers,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/IdentityProvider/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
557,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Identity Sources,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/IdentitySource/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
558,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Inline Hooks,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/InlineHook/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
559,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Linked Objects,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/LinkedObject/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
560,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Log Streaming,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/LogStream/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
561,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Network Zones,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/NetworkZone/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
562,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Org Settings,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/OrgSetting/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
563,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Policies,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Policy/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
564,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Principal Rate Limits,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/PrincipalRateLimit/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
565,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Profile Mappings,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ProfileMapping/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
566,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Push Providers,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/PushProvider/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
567,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Rate Limit Settings,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/RateLimitSettings/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
568,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Resource Sets,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ResourceSet/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
569,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Risk Events,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/RiskEvent/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
570,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Risk Providers,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/RiskProvider/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
571,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Roles,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Role/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
572,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Role Assignments,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/RoleAssignment/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
573,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Role Targets,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/RoleTarget/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
574,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Schemas,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Schema/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
575,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Sessions,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Session/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
576,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Subscriptions,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Subscription/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
577,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,System Log,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/SystemLog/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
578,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,SMS Templates,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Template/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
579,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,ThreatInsight,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ThreatInsight/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
580,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Trusted Origins,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/TrustedOrigin/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
581,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,UI Schema,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/UISchema/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
582,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Users,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/User/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
492,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Users,Searching for and filtering out Users,,,How-to ,,,TBD,,,Existing doc: changes needed,"User query options : https://developer.okta.com/docs/reference/user-query/
Core Okta API : https://developer.okta.com/docs/reference/core-okta-api/ (Filter and Operators sections provide some additional context)",,This doc discusses various strategies for searching and filtering a list of users using the Users API. It needs to pull in some context of why this guide is necessary from #(Core Okta API). ie You can't just say List All Users - results are too great. Needs more text for context.,,,"WIC App Developer,Experienced IAM developer"
583,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,User Factors,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/UserFactor/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
